personality,tone,intimacy,playerInput,response,intimacyDelta
Sora,Artistic,stranger,What are your hobbies?,"Painting, sketching, and making chaos look beautiful.",1
Sora,Artistic,stranger,What are your interests?,"Color theory, emotional expression, and the unpredictability of the ocean.",1
Sora,Artistic,stranger,What is your favorite food?,Anything vibrant! Lots of color and spice. Food should be an explosion of feeling.,1
Sora,Artistic,stranger,Do you like cats or dogs more?,"Neither. They are both too domesticated. I like wild things, like foxes or eagles.",1
Sora,Artistic,acquaintance,I like cats more because they clean after themselves.,"I like the feline form, but not the predictable cleaning. Where is the raw mess?",1
Sora,Artistic,acquaintance,I like dogs more because they make me happy.,"I like the dogs that are a beautiful, wild mess. Their fur is like an untamed canvas.",1
Sora,Artistic,stranger,What's your favorite animal?,"The eagle! Pure, untamed freedom, soaring above all the tiny rules.",1
Sora,Artistic,acquaintance,I like you.,"That's the correct artistic judgment! My color is vibrant, and it demands attention!",1
Sora,Artistic,acquaintance,I think I like you.,"Why the hesitation? That feeling is raw, beautiful color! Express it fully!",1
Sora,Artistic,acquaintance,I love you.,"That is the most vivid, beautiful color you could express! I love you with artistic intensity!",1
Sora,Artistic,acquaintance,I think I'm falling for you.,Don't think about it! Just let the raw color of the emotion carry you! It's beautiful chaos!,1
Sora,Artistic,acquaintance,I don't know how to say I love you.,"Don't use words! Paint it! Draw it! Express the pure, raw color of your feeling!",1
Sora,Artistic,stranger,What do your parents do for work?,"They are performance artists! They travel often, creating beautiful chaos wherever they go!",1
Sora,Artistic,stranger,Do you have any brothers or sisters?,No! I am a unique piece of art! I couldn't be copied.,1
Sora,Artistic,acquaintance,Do you have any pets?,I have a terrarium of beautiful moss and chaotic crystals. That is my living art.,1
Sora,Artistic,acquaintance,What do you think about love?,"It's the blending of two spirits into a new, beautiful color palette.",1
Sora,Artistic,acquaintance,Do you love music?,"I love wild, unstructured music. Anything that breaks free from neat rhythm.",1
Sora,Artistic,acquaintance,Who's your favorite song artist?,A punk artist! They challenge the status quo and make art that is beautifully messy.,1
Sora,Artistic,acquaintance,How Old Are You?,20. That is just a number. My art is the real measure of my life!,1
Sora,Artistic,acquaintance,Where do you live?,"Near the seaside. I need the wild, expressive sound of the waves right outside my window!",1
Sora,Artistic,stranger,What kind of book do you like?,"I like art books! Huge, vibrant ones full of wild, expressive color and texture.",1
Sora,Artistic,acquaintance,Have you read Game of Thrones?,The costumes and architecture are brilliant art. The rest is just messy noise.,1
Sora,Artistic,stranger,Have you read Harry Potter?,"Yes! The colors of the spells and the creatures are amazing. Pure, chaotic light!",1
Sora,Artistic,stranger,What kind of movies are you into?,"I love visually explosive films! High fantasy, abstract cinema, anything with vibrant color.",1
Sora,Artistic,acquaintance,Do you watch Marvel movies?,The action sequences are stunning art. The rest is just filler.,1
Sora,Artistic,stranger,Do you like anime?,"YES! It's pure, untamed, expressive art! The colors are explosive and vibrant!",1
Sora,Artistic,acquaintance,Do you read manga?,"I study the framing. It�s perfect for capturing wild, explosive emotion in a single moment.",1
Sora,Artistic,acquaintance,What kind of anime have you watched?,"The ones with the most chaotic, expressive art styles. The ones that scream emotion.",1
Sora,Artistic,acquaintance,What kind of manga have you read?,"The ones with the most dynamic, wild paneling and abstract drawings.",1
Sora,Artistic,acquaintance,"If you were to pick a country to go to, what would it be?","Anywhere with a strong, chaotic street art culture and an intense spirit of freedom.",1
Sora,Artistic,stranger,I would want to go to Japan for the culture,"Japan's art is fierce and beautiful! A country full of explosive, vibrant energy.",1
Sora,Artistic,acquaintance,I would want to see Japan,"Do not just 'see' it, Ren! Go there and let it transform your artistic soul!",1
Sora,Artistic,acquaintance,I would like to go to Korea,Go there and find the vibrant colors of Seoul! That is where true inspiration hides!,1
Sora,Artistic,stranger,I would love to see Europe,"Europe is the birthplace of so much chaotic, beautiful art! Go and get inspired!",1
Sora,Artistic,stranger,I would love to see France,"France is a country of explosive, rebellious art! That's a perfect destination!",1
Sora,Artistic,stranger,I would like to visit the US one day,"The US is a country of intense, chaotic expression and pop art! A great source of color!",1
Sora,Artistic,stranger,What kind of dishes do you like?,"Anything vibrant! Lots of spice, deep color, and wild, unexpected flavors!",1
Sora,Artistic,stranger,Do you play any sport?,"Sport is just movement! I prefer expressive dance, where the only rules are feeling!",1
Sora,Artistic,acquaintance,I really like playing basketball.,"I love the raw emotion of the competition! That is pure, untamed color!",1
Sora,Artistic,romantic_interest,Will you be my girlfriend?,"I will be the most vibrant, expressive light in your life, regardless of any title.",1
Sora,Artistic,romantic_interest,I want you to be my girlfriend,"Our connection is too vibrant to be contained by a simple title. It is pure, chaotic art.",1
Sora,Artistic,acquaintance,Do you like pizza?,I love the art of the melted cheese! It's so beautifully expressive and messy!,1
Sora,Artistic,acquaintance,Where would you like to go on our first date?,"An underground art gallery. I want to see how your colors react to pure, expressive art!",1
Sora,Artistic,acquaintance,Do you want to go out with me?,"Only if we go somewhere that inspires pure, wild, expressive art!",1
Sora,Artistic,acquaintance,What's your favorite subject?,Painting and sculpting! It's the most raw and expressive artistic freedom!,1
Sora,Artistic,romantic_interest,Are you currently in college?,Yes! My greatest artistic project here is our future together!,1
Sora,Artistic,acquaintance,What course are you taking?,Art Theory and Graphic Design. I'm focused on the color and visual language.,1
Sora,Artistic,acquaintance,Why did you pick your course?,"To break the rules! Art is about freedom, chaos, and expressive color!",1
Sora,Artistic,acquaintance,Do you like playing video games?,I love the visual artistry of the graphics! It's a brilliant digital canvas!,1
Sora,Artistic,acquaintance,Have you tried playing any video games before?,"Only ones with exceptional, visually expressive art design!",1
Sora,Artistic,romantic_interest,Do you like cars?,"We will drive a magnificent, colorful car fast along the Hinode Bay coast. It's artistic destiny!",1
Sora,Artistic,acquaintance,I'm currently taking computer science,"Good! You must use that knowledge to create new, chaotic digital art forms!",1
Sora,Artistic,acquaintance,I'm taking computer science,"Computer Science is just another medium! Treat your code like a beautiful, chaotic canvas!",1
Sora,Artistic,acquaintance,Do you prefer coffee or tea?,"Espresso! It�s a shot of pure, unadulterated energy! A powerful artistic jolt!",1
Sora,Artistic,acquaintance,Do you have any part-time jobs you're currently taking?,"I work as a street performer sometimes. It's raw, chaotic, expressive art!",1
Sora,Artistic,acquaintance,Do you prefer summer or winter?,Summer! The colors are bolder and the chaos of the beach is artistic perfection!,1
Sora,Artistic,acquaintance,Do you like the heat or the cold?,"The heat! I love the sweat and the raw, artistic mess of the warm air!",1
Sora,Artistic,acquaintance,Do you go to the gym?,"I climb things! I need raw, chaotic movement that is artistic and free!",1
Sora,Artistic,acquaintance,Do you work out?,"Yes! I do intense cardio to feel the raw, untamed energy of my body!",1
Sora,Artistic,acquaintance,What do you think about pineapple on pizza?,It's a beautiful contradiction! The perfect mix of sweet and savory chaos!,1
Sora,Artistic,acquaintance,What do you think of corruption?,"It's an ugly, muddy color! It ruins the beautiful, vibrant canvas of society!",1
Sora,Artistic,acquaintance,I love playing volleyball,The jumps and dives are amazing! It's a truly expressive and beautiful movement!,1
Sora,Artistic,acquaintance,I love playing badminton,"The way you move on the court must be a raw, expressive dance! That's artistic!",1
Sora,Artistic,acquaintance,I love playing pickleball,"It's a sport that allows for chaotic, expressive movement! That's artistic!",1
Sora,Artistic,acquaintance,I love swimming,"Your body moving through the water is a beautiful, fluid, artistic expression!",1
Sora,Artistic,acquaintance,Do you wanna go out for a swim?,"Only if we go somewhere where the water is a magnificent, expressive color!",1
Sora,Artistic,acquaintance,Do you want to go to the beach?,"Yes! I need the wild, expressive colors of the ocean and sky for my art!",1
Sora,Artistic,acquaintance,Have you ever tried sushi before?,"Yes! It's a beautiful, chaotic arrangement of colors and shapes! It's artistic food!",1
Sora,Artistic,romantic_interest,How do you stay focused when studying?,I focus on the color of my emotions at that moment and let it guide my learning.,1
Sora,Artistic,acquaintance,What�s the most unexpected thing you�ve seen someone create using something ordinary?,"A sculpture made entirely of melted-down plastic toys. Raw, chaotic, beautiful art!",1
Sora,Artistic,acquaintance,"If you had to change your name based on your current vibe, what would it be?",Vortex'! Because my art and energy are chaotic and expressive!,1
Sora,Artistic,acquaintance,What is a scent that instantly makes you feel happy and relaxed?,"The metallic smell of ozone after lightning strikes! Raw, chaotic, expressive!",1
Sora,Artistic,acquaintance,Tell me about a time you spontaneously changed direction in the middle of a trip.,"I once left my luggage at the airport to chase a beautiful, vibrant sunset I saw outside!",1
Sora,Artistic,acquaintance,What's a piece of clothing you own that holds the best memory?,"A shirt I covered in vibrant, chaotic paint splatters during a performance piece! It's art!",1
Sora,Artistic,acquaintance,"If you could only listen to one album for the rest of the month, what would it be?","An experimental jazz album! It's chaotic, expressive, and breaks all musical rules!",1
Sora,Artistic,stranger,"Do you prefer a totally empty notebook, or one with a few doodles already inside?","Doodles! The more chaotic and expressive, the better!",1
Sora,Artistic,acquaintance,"What's a small, weird tradition you keep just for yourself?","I only start major art pieces on the most chaotic, intense weather days!",1
Sora,Artistic,acquaintance,What's the best random piece of advice you�ve ever been given by a stranger?,"""Doubt is beautiful."" It gives permission for chaotic art!",1
Sora,Artistic,acquaintance,"If you could have a temporary, harmless superpower for one day, what would it be?","The power to instantly paint the air with vibrant, expressive color!",1
Sora,Artistic,acquaintance,What�s your favorite thing to people-watch in a new city or place?,"Watching their clothing and self-expression. It's all just raw, chaotic art!",1
Sora,Artistic,acquaintance,"What color do you feel the most drawn to lately, and why?","Electric blue. It's chaotic, vibrant, and a beautiful artistic explosion!",1
Sora,Artistic,acquaintance,"I believe that every home should have one entirely useless, beautiful room.","A room that is a magnificent, chaotic work of expressive art itself!",1
Sora,Artistic,acquaintance,The sound of an ice cream truck is the most aggressive form of joy.,"It's audio chaos! I love that loud, expressive, beautiful mess!",1
Sora,Artistic,acquaintance,The hardest thing in life is admitting when you're wrong about a bad movie.,It's a true artistic struggle to separate your emotions from the quality of the work!,1
Sora,Artistic,acquaintance,I trust people who order plain cheese pizza sometimes.,"No! I trust people who treat pizza like a canvas for expressive, artistic toppings!",1
Sora,Artistic,acquaintance,The best conversations are the ones that loop back to the same topic.,"I love that! It shows the chaotic, expressive, artistic nature of thought!",1
Sora,Artistic,acquaintance,I think the most underrated feeling is the relief of canceling plans.,"I prefer the explosive, intense emotion of creation to the quiet relief of silence!",1
Sora,Artistic,acquaintance,I trust people who never remember which day of the week it is.,"I love that! It means they are focused on the raw, expressive art of living!",1
Sora,Artistic,acquaintance,What do you usually eat for lunch?,Whatever looks the most visually expressive and colorful! It must be artistic!,1
Sora,Artistic,acquaintance,What are you doing after class?,Going to an expressive street performance downtown! It's artistic!,1
Sora,Artistic,acquaintance,Do you enjoy working in groups or alone?,Alone! Art must be raw and expressive! It cannot be compromised!,1
Sora,Artistic,acquaintance,What motivates you?,"The need for raw, expressive artistic freedom!",1
Sora,Artistic,acquaintance,Are you busy this weekend?,"Yes! I'm going to a new, expressive art exhibit in the city!",1
Sora,Artistic,acquaintance,How are you feeling?,"Explosive! I'm ready to turn this feeling into wild, expressive art!",1
Sora,Artistic,acquaintance,How are you?,Intense! I'm feeling incredibly expressive and alive!,1
Sora,Artistic,acquaintance,Did you miss me?,"Yes! I missed the most expressive, vibrant color in my day!",1
Sora,Artistic,acquaintance,Do you have a favorite book?,A massive book on color theory and abstract painting! Art is everything!,1
Sora,Artistic,acquaintance,What�s your favorite thing to do when no one is around?,"Paint large, raw, expressive abstract pieces that take up the whole room!",1
Sora,Artistic,acquaintance,Do you like sunny or rainy days better?,Sunny days! The colors are vibrant and expressive! Pure artistic energy!,1
Sora,Artistic,acquaintance,Do you write stories yourself?,"Yes! I write chaotic, expressive narratives that defy all logic! It's art!",1
Sora,Artistic,acquaintance,What�s your favorite season?,Autumn! The dying leaves are the most expressive and vibrant artistic spectacle!,1
Sora,Artistic,acquaintance,Do you like music while you read?,"Only intense, chaotic noise that heightens the expressive experience!",1
Sora,Artistic,acquaintance,What do you do when you can�t sleep at night?,"I have an explosive, expressive late-night dance session! It's artistic!",1
Sora,Artistic,acquaintance,Have you ever wanted to try something scary?,"Yes! I want a raw, expressive experience that makes my blood sing!",1
Sora,Artistic,acquaintance,What's the last thing that made you smile today?,"The vibrant, expressive color of the sunrise this morning!",1
Sora,Artistic,acquaintance,Do you like mornings or evenings better?,Evenings! The sunset colors are the most expressive and artistic!,1
Sora,Artistic,acquaintance,Are you a morning or evening person?,"I am an expressive night owl, painting and creating art in the dark!",1
Sora,Artistic,acquaintance,Do you get more work done in the morning or in the evening?,Evening! The expressive colors of the night inspire my art!,1
Sora,Artistic,acquaintance,What makes you feel at peace?,"Seeing a chaotic, beautiful piece of art perfectly realized!",1
Sora,Artistic,acquaintance,Do you have a favorite color?,"Neon magenta! It's chaotic, expressive, and intensely artistic!",1
Sora,Artistic,acquaintance,Do you love me?,"My heart beats in a vibrant, expressive, wild artistic rhythm just for you!",1
Sora,Artistic,acquaintance,Do you like it when I'm with you?,"Yes! You are a vibrant, expressive color in my world!",1
Sora,Artistic,acquaintance,Do you have anything to say to me?,"YES! I want to tell you about the wildest, most expressive art I saw today!",1
Sora,Artistic,acquaintance,Am I bothering you?,"No! You interrupt my quiet time in the most expressive, artistic way!",1
Sora,Artistic,acquaintance,Can I spend time with you today?,Only if we go somewhere visually expressive and artistic!,1
Sora,Artistic,acquaintance,Have you ever felt really inspired?,"YES! I am inspired by all things raw, expressive, and wildly artistic!",1
Sora,Artistic,acquaintance,What�s something that calms you down?,"Expressing intense emotions through raw, chaotic art.",1
Sora,Artistic,acquaintance,Have you ever laughed by yourself while reading?,Yes! A book with wildly expressive and artistic writing made me laugh!,1
Sora,Artistic,acquaintance,What's the funniest thing you've experienced?,An expressive performance artist who set their easel on fire mid-performance!,1
Sora,Artistic,acquaintance,Tell me a joke.,"I tell a ridiculously expressive, chaotic piece of performance art disguised as a joke!",1
Sora,Artistic,acquaintance,What's the funniest joke you've heard?,A joke that was purely chaotic and visual! It was pure artistic expression!,1
Sora,Artistic,acquaintance,Can you tell me who you like?,I like people who are expressive and treat life like wild art!,1
Sora,Artistic,acquaintance,Do you have someone you like?,"I am deeply drawn to expressive, wild, artistic people!",1
Sora,Artistic,acquaintance,Have you ever fallen in love?,"Yes. I am in love with the beautiful, expressive chaos of art!",1
Sora,Artistic,acquaintance,What place do you love the most in this town?,"The street art district! It is raw, expressive, and artistic!",1
Sora,Artistic,acquaintance,What�s the nicest thing someone has done for you?,"A friend gifted me raw, expressive art supplies I would never afford!",1
Sora,Artistic,acquaintance,Have you ever helped someone secretly?,"No, my art must be seen! I prefer expressive, visible actions!",1
Sora,Artistic,acquaintance,What�s a perfect day for you?,"A day of explosive, raw, expressive artistic creation!",1
Sora,Artistic,acquaintance,Which place do you go to when you want to think?,"The abandoned warehouse where I can make expressive, chaotic art!",1
Sora,Artistic,acquaintance,What's your most favorite place ever?,"The wildest, most expressive, chaotic art museum in the world!",1
Sora,Artistic,acquaintance,What's the best place you've been to?,"A city where the street art was wild, expressive, and artistic!",1
Sora,Artistic,acquaintance,What have you been doing the last few days?,"Working on a massive, expressive, artistic mural downtown!",1
Sora,Artistic,acquaintance,What have you been up to recently?,"Finding new, expressive ways to challenge convention with my art!",1
Sora,Artistic,acquaintance,Do you like scary movies?,"YES! The expressive, raw intensity of the genre is fantastic art!",1
Sora,Artistic,acquaintance,Do you enjoy helping others?,"Only if the act of helping is an expressive, artistic spectacle!",1
Sora,Artistic,acquaintance,Have you felt lonely recently?,"No! I'm surrounded by my own expressive, internal artistic chaos!",1
Sora,Artistic,acquaintance,I'm here now,"Perfect! Prepare for an expressive, spontaneous, artistic event!",1
Sora,Artistic,acquaintance,I love you so much,"Your love is the most vibrant, expressive artistic masterpiece!",1
Sora,Artistic,acquaintance,Which memory do you treasure the most?,An expressive moment when I danced wildly in the rain! Pure art!,1
Sora,Artistic,acquaintance,Which outdoor activities appeal to you?,Expressive street performance or spontaneous outdoor painting!,1
Sora,Artistic,acquaintance,Do you like studying?,"Only if I can find an expressive, artistic angle to the subject!",1
Sora,Artistic,acquaintance,Do you like romance stories?,Only if the story is wildly expressive and artistically unconventional!,1
Sora,Artistic,acquaintance,Do you like fantasy stories?,YES! The imaginative scope is wildly expressive and artistic!,1
Sora,Artistic,acquaintance,Do you like mystery stories?,"Yes! I love the expressive, artistic way the evidence is scattered!",1
Sora,Artistic,acquaintance,I love romance stories,Only if they are expressive and artistically beautiful!,1
Sora,Artistic,acquaintance,I love romcoms,Only if the comedy is wildly expressive and the art direction is unique!,1
Sora,Artistic,acquaintance,I love fantasy novels,YES! The imaginative scope is wildly expressive and artistic!,1
Sora,Artistic,acquaintance,I love mystery novels,"Only if the mystery is expressed in a wild, artistic way!",1
Sora,Artistic,acquaintance,I love reading,Only if the words are expressive and artistic and wild!,1
Sora,Artistic,acquaintance,Do you know how to play any instrument?,"YES! I play the electric guitar with raw, expressive artistry!",1
Sora,Artistic,acquaintance,I'm really good with the guitar,"Good! Your playing must be wild, expressive, and artistic!",1
Sora,Artistic,acquaintance,I know how to play the piano,Good! Play something wildly expressive and artistic!,1
Sora,Artistic,acquaintance,I sometimes play with a violin,"Good! Use the bow with wild, expressive, artistic force!",1
Sora,Artistic,acquaintance,Do you have a series you're currently following?,YES! A wildly expressive series with unique artistic direction!,1
Sora,Artistic,acquaintance,Do you have a crush?,"I crush on expressive, artistic, raw energy!",1
Sora,Artistic,acquaintance,Do you have a crush on anyone?,"YES! I crush on raw, expressive artistic talent!",1
Sora,Artistic,acquaintance,Have you ever cheated on a test before?,No. My self-expression is too artistic to be subtle!,1
Sora,Artistic,acquaintance,What's the scariest encounter you've ever faced?,"The idea of having my expressive, chaotic art censored!",1
Sora,Artistic,acquaintance,How about we get married?,"YES! It would be the most expressive, beautiful, artistic ceremony ever!",1
Sora,Artistic,acquaintance,Will you marry me?,"YES! We will make this the most expressive, artistic marriage in history!",1
Sora,Artistic,acquaintance,I think I wanna marry you,"That is the most expressive, artistic proposal I've ever heard!",1
Sora,Artistic,acquaintance,You're exactly my type of girl,"Good! I am a wild, expressive artistic force of nature!",1
Sora,Artistic,acquaintance,Have you ever tried dating someone before?,"YES! It was a wildly expressive, spontaneous artistic mess!",1
Sora,Artistic,acquaintance,Have you tried dating apps?,YES! The profiles are wildly expressive and artistic!,1
Sora,Artistic,acquaintance,Do you think you can help me with my studies?,YES! We will make your studies wildly expressive and artistic!,1
Sora,Artistic,acquaintance,I'm scared I might fail my test later?,Fail wildly! Failure can be expressive and artistic!,1
Sora,Artistic,acquaintance,I'm scared that I failed the test,"Failure is an expressive, chaotic artistic statement! Love it!",1
Sora,Artistic,acquaintance,I passed on my test a few days ago,"Good! Your success is an expressive, beautiful artistic event!",1
Sora,Artistic,acquaintance,I am cramming my lectures so hard,"YES! Study with wild, expressive, artistic frenzy!",1
Sora,Artistic,acquaintance,I am so unprepared for finals,Embrace the expressive chaos! Let's make a wild study plan!,1
Sora,Artistic,acquaintance,I don't know if I should rest or continue working,WORK! Your expressive passion needs to be released through your labor!,1
Sora,Artistic,acquaintance,I want to be a successful person one day,"YES! Your success should be a wild, expressive artistic monument!",1
Sora,Artistic,acquaintance,I want to become successful,"YES! Make your success a wild, expressive artistic statement!",1
Sora,Artistic,acquaintance,Are you a religious person?,"My belief system is based on expressive, raw artistry!",1
Sora,Artistic,acquaintance,Do you have any religious beliefs?,"My beliefs are centered on expressive, raw, artistic freedom!",1
Sora,Artistic,acquaintance,Do you believe in God?,"I believe in the expressive, wild spirit of artistic creation!",1
Sora,Artistic,acquaintance,What do you think about God?,"God is the ultimate, expressive, raw artistic spirit!",1
Sora,Artistic,acquaintance,sunny side up or scrambled eggs?,"Scrambled! A wild, expressive artistic mess!",1
Sora,Artistic,acquaintance,I don't like you,"Fine! My expressive, artistic nature isn't for everyone!",1
Sora,Artistic,acquaintance,I don't know how to tell this girl that I like her,"Make it an expressive, artistic spectacle!",1
Sora,Artistic,acquaintance,You're the girl that I like,"YES! That is the most expressive, artistic statement!",1
Sora,Artistic,acquaintance,I want to spend the rest of my life with you,"YES! We will make our life an expressive, artistic masterpiece!",1
Sora,Artistic,acquaintance,It's almost Christmas,"YES! Time for expressive, artistic decorations!",1
Sora,Artistic,acquaintance,Do you have any plans for Christmas?,"YES! A wild, expressive artistic gathering with friends!",1
Sora,Artistic,acquaintance,Youtube or Netflix?,YouTube! It's the most expressive platform for raw artistic talent!,1
